driver_id,week,month,hard_brakes_per_100km,hard_accels_per_100km,speeding_per_100km,sharp_turns_per_100km,phone_use_per_100km,high_severity_events,total_events_per_100km,fuel_per_100km,co2_kg,co2_per_km,idle_time_pct,idle_fuel_pct,idle_during_delivery_pct,daily_steps,daily_floors,daily_lifting_events,avg_package_weight_kg,daily_walk_minutes,total_km,total_hours,daily_hours,daily_km,trips_per_day,night_driving_pct,n_working_days,age,experience_years,shift,region,has_eco_training,has_safety_training,total_events_per_100km_trend,fuel_per_100km_trend,daily_hours_trend,daily_steps_trend,co2_per_km_trend
D070,7,2,1.75,1.31,1.75,1.31,0.44,8,8.89,19.26,305.36,0.4449,110.1,28.4,34.5,1287,17.0,5.8,6.4,10.7,686.4,14.6,3.6,171.6,8.0,0.0,4,49,2,day,southeast,False,True,-3.08,0.43000000000000327,0.8999999999999999,-15.0,0.00990000000000002
D070,8,2,1.73,0.8,1.07,1.33,0.67,6,9.07,22.69,392.98,0.5241,149.9,39.0,35.6,1439,34.7,5.3,6.5,11.9,749.8,19.4,3.2,125.0,8.2,0.0,6,49,2,day,southeast,False,True,-0.2400000000000002,4.27,-1.2000000000000002,-157.0,0.09870000000000001
D070,9,2,1.7,1.18,1.04,1.7,0.78,9,8.62,18.22,322.34,0.4209,97.2,27.2,38.7,1687,34.5,5.5,5.9,14.0,765.8,17.0,4.3,191.4,10.2,0.0,4,49,2,day,southeast,False,True,-0.4900000000000002,-0.990000000000002,0.2999999999999998,-98.0,-0.022899999999999976
D070,10,3,1.31,1.18,1.31,1.18,0.92,5,8.53,19.15,337.01,0.4424,122.4,33.2,36.7,1769,34.8,5.0,6.2,14.7,761.7,17.7,3.5,152.3,9.2,0.0,5,49,2,day,southeast,False,True,-1.3100000000000005,-2.8200000000000003,0.10000000000000009,431.0,-0.06509999999999994
D070,11,3,2.64,1.32,1.65,2.09,0.77,11,12.33,18.84,395.29,0.4351,100.1,30.7,36.0,1708,39.2,5.0,5.7,14.2,908.5,21.8,4.4,181.7,10.6,0.0,5,49,2,day,southeast,False,True,3.4399999999999995,-0.4200000000000017,0.8000000000000003,421.0,-0.009800000000000031
D070,12,3,1.63,1.63,0.7,2.57,0.47,1,9.33,20.45,202.38,0.4723,138.9,37.0,35.2,1580,38.5,4.8,6.0,13.1,428.5,10.2,2.5,107.1,8.0,0.0,4,49,2,day,southeast,False,True,0.2599999999999998,-2.240000000000002,-0.7000000000000002,141.0,-0.05180000000000001
D070,13,3,1.9,1.14,1.9,2.28,0.89,8,10.64,15.99,291.59,0.3693,82.2,24.9,30.7,1199,14.8,3.0,5.2,9.9,789.6,17.3,3.5,157.9,9.2,0.0,5,49,2,day,southeast,False,True,2.0200000000000014,-2.2299999999999986,-0.7999999999999998,-488.0,-0.05159999999999998
D070,14,4,1.58,1.47,1.47,1.47,0.34,11,9.47,19.93,408.5,0.4604,146.2,37.5,34.8,1626,33.7,4.3,5.7,13.5,887.3,22.2,3.7,147.9,8.7,0.0,6,49,2,day,southeast,False,True,0.9400000000000013,0.7800000000000011,0.20000000000000018,-143.0,0.01799999999999996
D070,15,4,1.19,0.68,0.68,1.7,0.51,4,7.64,18.76,255.37,0.4334,121.4,35.8,38.7,1191,24.0,4.4,6.7,9.9,589.2,14.1,2.8,117.8,6.6,0.0,5,49,2,day,southeast,False,True,-4.69,-0.0799999999999983,-1.6000000000000005,-517.0,-0.0016999999999999793
D070,16,4,2.24,1.26,1.96,1.54,1.26,7,12.02,15.7,259.51,0.3626,83.7,22.2,35.2,1061,20.5,3.5,5.6,8.8,715.6,13.7,3.4,178.9,8.8,0.0,4,49,2,day,southeast,False,True,2.6899999999999995,-4.75,0.8999999999999999,-519.0,-0.10970000000000002
D070,17,4,2.64,1.32,1.32,2.42,0.55,8,12.64,17.35,364.82,0.4009,91.9,29.6,26.0,1749,25.6,5.4,6.1,14.5,910.1,21.8,4.4,182.0,10.8,0.0,5,49,2,day,southeast,False,True,2.0,1.3600000000000012,0.9000000000000004,550.0,0.03159999999999996
D070,18,4,2.39,1.12,1.6,1.92,0.8,9,11.49,21.03,304.37,0.4857,150.4,41.9,27.3,2165,52.0,5.2,5.7,17.9,626.6,15.8,4.0,156.6,9.5,0.0,4,49,2,day,southeast,False,True,2.0199999999999996,1.1000000000000014,0.2999999999999998,539.0,0.025300000000000045
D070,19,5,3.78,0.34,1.03,3.1,0.0,2,11.01,18.22,122.38,0.421,96.9,30.0,40.3,1323,32.0,5.5,6.7,11.0,290.7,6.8,3.4,145.4,7.5,0.0,2,49,2,day,southeast,False,True,3.37,-0.5400000000000027,0.6000000000000001,132.0,-0.012400000000000022
D070,20,5,2.5,1.11,1.39,1.66,0.42,6,10.27,18.7,311.34,0.4319,93.2,28.8,33.8,1401,29.6,2.6,5.2,11.6,720.8,17.6,3.5,144.2,8.4,0.0,5,49,2,day,southeast,False,True,-1.75,3.0,0.10000000000000009,340.0,0.06930000000000003
D070,21,5,2.57,1.45,1.79,2.34,0.45,17,12.61,16.05,332.32,0.3708,73.7,22.9,35.3,1118,17.7,4.5,6.4,9.3,896.3,20.6,3.4,149.4,7.5,0.0,6,49,2,day,southeast,False,True,-0.030000000000001137,-1.3000000000000007,-1.0000000000000004,-631.0,-0.03009999999999996
D070,22,6,2.74,0.84,1.48,1.48,0.21,6,10.34,16.25,177.85,0.3754,90.9,32.5,36.0,1274,19.5,3.8,6.2,10.5,473.8,12.1,3.0,118.4,6.8,0.0,4,49,2,day,southeast,False,True,-1.1500000000000004,-4.780000000000001,-1.0,-891.0,-0.11030000000000001
D070,23,6,2.07,2.07,1.38,2.16,0.43,17,12.25,15.67,419.73,0.362,69.3,22.8,33.2,1417,28.0,3.4,5.8,11.7,1159.6,26.3,3.8,165.7,7.9,0.0,7,49,2,day,southeast,False,True,1.2400000000000002,-2.549999999999999,0.3999999999999999,94.0,-0.059
D070,24,6,1.99,2.11,2.55,2.33,0.55,12,13.3,17.03,355.07,0.3934,93.2,30.4,40.2,1345,27.0,3.8,6.3,11.1,902.5,21.5,3.6,150.4,7.8,0.0,6,49,2,day,southeast,False,True,3.030000000000001,-1.6699999999999982,0.10000000000000009,-56.0,-0.03849999999999998
D070,25,6,2.46,1.56,0.45,3.46,0.67,7,12.85,15.94,329.52,0.3682,75.6,24.4,34.1,1576,30.8,6.6,6.5,13.1,894.9,20.1,4.0,179.0,9.2,0.0,5,49,2,day,southeast,False,True,0.2400000000000002,-0.11000000000000121,0.6000000000000001,458.0,-0.002599999999999991
D070,26,6,2.43,1.89,1.35,2.97,0.54,4,12.67,17.13,146.78,0.3957,87.3,24.2,33.9,572,11.3,3.3,6.7,4.8,370.9,7.4,2.4,123.6,6.3,0.0,3,49,2,day,southeast,False,True,2.33,0.879999999999999,-0.6000000000000001,-702.0,0.020299999999999985
D071,1,1,1.14,0.93,0.5,0.5,0.14,8,4.43,12.89,416.54,0.2979,34.2,9.5,28.4,670,7.7,2.8,6.0,5.6,1398.4,22.9,3.8,233.1,7.5,53.3,6,46,5,rotating,midwest,False,True,,,,,
D071,2,1,1.49,1.19,0.67,0.82,0.15,8,5.13,14.61,454.19,0.3374,54.9,15.7,30.1,771,7.0,4.2,6.0,6.4,1346.1,23.8,4.0,224.4,8.5,64.7,6,46,5,rotating,midwest,False,True,,,,,
D071,3,1,1.27,1.14,0.38,0.25,0.51,3,4.58,15.08,274.01,0.3483,54.3,15.3,32.7,685,9.6,3.4,6.6,5.7,786.7,13.9,2.8,157.3,6.6,84.8,5,46,5,rotating,midwest,False,True,,,,,
D071,4,1,1.03,0.75,0.37,0.65,0.0,1,4.3,13.82,341.37,0.3192,40.8,11.9,45.4,900,16.4,3.0,6.3,7.5,1069.3,18.1,3.6,213.9,8.8,52.3,5,46,5,rotating,midwest,False,True,,,,,
D071,5,2,1.03,0.8,1.03,1.03,0.0,2,5.63,14.51,291.75,0.3352,62.1,17.2,38.7,1072,7.5,2.8,5.1,8.9,870.3,16.2,4.1,217.6,9.8,23.1,4,46,5,rotating,midwest,False,True,1.2000000000000002,1.6199999999999992,0.2999999999999998,402.0,0.0373
D071,6,2,1.32,1.32,0.33,0.66,0.33,5,4.83,13.63,286.81,0.3149,39.1,12.6,41.9,1248,24.4,3.6,6.0,10.3,910.9,16.8,3.4,182.2,8.6,51.2,5,46,5,rotating,midwest,False,True,-0.2999999999999998,-0.9799999999999986,-0.6000000000000001,477.0,-0.022499999999999964
D071,7,2,0.7,0.79,0.6,0.5,0.1,3,4.37,12.91,300.39,0.2983,42.1,12.3,30.4,1242,21.3,3.7,5.9,10.3,1007.1,15.8,5.3,335.7,9.7,41.4,3,46,5,rotating,midwest,False,True,-0.20999999999999996,-2.17,2.5,557.0,-0.04999999999999999
D071,8,2,1.26,1.26,0.28,0.7,0.28,3,5.61,14.58,240.24,0.3367,33.7,10.3,33.8,1370,17.3,4.3,5.8,11.4,713.5,13.2,4.4,237.8,9.0,55.6,3,46,5,rotating,midwest,False,True,1.3100000000000005,0.7599999999999998,0.8000000000000003,470.0,0.017500000000000016
D071,9,2,1.21,1.29,0.6,1.04,0.43,9,5.69,13.11,351.12,0.3029,56.5,18.1,40.7,981,13.3,3.5,5.9,8.2,1159.3,21.5,3.6,193.2,8.5,56.9,6,46,5,rotating,midwest,False,True,0.0600000000000005,-1.4000000000000004,-0.49999999999999956,-91.0,-0.032299999999999995
D071,10,3,1.13,0.94,0.38,0.47,0.47,3,4.51,12.65,311.0,0.2922,45.7,12.7,36.7,593,5.2,4.2,6.9,5.0,1064.3,16.6,3.3,212.9,8.8,70.5,5,46,5,rotating,midwest,False,True,-0.3200000000000003,-0.9800000000000004,-0.10000000000000009,-655.0,-0.022699999999999998
D071,11,3,0.76,0.57,0.38,0.57,0.09,6,3.7,12.16,295.89,0.2808,55.5,16.4,37.3,428,6.0,2.0,5.3,3.6,1053.8,16.3,3.3,210.8,7.4,37.8,5,46,5,rotating,midwest,False,True,-0.6699999999999999,-0.75,-2.0,-814.0,-0.017500000000000016
D071,12,3,0.95,0.88,0.57,1.2,0.32,4,5.11,12.79,468.65,0.2955,43.4,13.2,31.6,852,11.7,4.3,6.2,7.1,1585.9,25.7,4.3,264.3,9.2,10.9,6,46,5,rotating,midwest,False,True,-0.5,-1.790000000000001,-0.10000000000000053,-518.0,-0.041200000000000014
D071,13,3,0.84,0.73,0.52,1.26,0.52,3,5.35,10.1,222.29,0.2333,25.7,9.2,26.2,849,10.5,2.8,5.8,7.1,952.8,15.8,3.9,238.2,7.8,77.4,4,46,5,rotating,midwest,False,True,-0.34000000000000075,-3.01,0.2999999999999998,-132.0,-0.0696
D071,14,4,1.02,0.85,0.68,0.68,0.43,12,5.87,12.95,351.81,0.2991,41.0,13.7,38.3,602,5.3,4.2,6.3,5.1,1176.4,21.1,3.5,196.1,7.7,47.8,6,46,5,rotating,midwest,False,True,1.3600000000000003,0.29999999999999893,0.20000000000000018,9.0,0.006899999999999962
D071,15,4,1.95,0.83,0.42,1.11,0.42,8,6.26,12.34,205.06,0.285,48.4,15.5,31.9,862,20.0,3.0,5.6,7.2,719.4,12.5,4.2,239.8,8.7,65.4,3,46,5,rotating,midwest,False,True,2.5599999999999996,0.17999999999999972,0.9000000000000004,434.0,0.0041999999999999815
D071,16,4,1.23,0.98,0.9,0.82,0.41,7,6.15,13.95,392.95,0.3221,44.3,14.9,31.7,1049,14.8,3.2,5.9,8.7,1219.8,23.9,4.8,244.0,9.4,0.0,5,46,5,rotating,midwest,False,True,1.04,1.1600000000000001,0.5,197.0,0.026600000000000013
D071,17,4,0.77,1.23,0.31,0.69,0.31,1,4.37,12.56,377.99,0.2901,46.1,14.0,34.4,864,7.6,4.0,6.3,7.2,1303.0,21.8,4.4,260.6,9.8,100.0,5,46,5,rotating,midwest,False,True,-0.9799999999999995,2.460000000000001,0.5000000000000004,15.0,0.05680000000000002
D071,18,5,1.38,1.26,0.8,0.98,0.17,10,5.91,11.96,481.5,0.2763,41.7,13.1,35.9,978,18.6,2.0,5.3,8.1,1742.8,29.0,4.1,249.0,8.0,51.8,7,46,5,rotating,midwest,False,True,0.040000000000000036,-0.9899999999999984,0.5999999999999996,376.0,-0.022799999999999987
D071,19,5,1.16,1.26,0.53,0.63,0.0,2,5.67,13.3,292.38,0.3072,65.7,20.0,38.0,766,6.0,4.0,6.9,6.4,951.6,16.1,3.2,190.3,7.0,62.9,5,46,5,rotating,midwest,False,True,-0.5899999999999999,0.9600000000000009,-1.0,-96.0,0.022199999999999998
D071,20,5,1.57,1.57,0.78,2.35,0.26,1,7.33,13.0,114.76,0.3003,38.3,13.8,27.1,699,6.0,3.5,6.2,5.9,382.2,7.7,3.8,191.1,9.0,0.0,2,46,5,rotating,midwest,False,True,1.1799999999999997,-0.9499999999999993,-1.0,-350.0,-0.021799999999999986
D071,21,5,1.37,1.83,0.99,1.14,0.3,8,7.47,11.83,358.35,0.2732,34.8,10.6,30.2,768,10.7,2.5,5.7,6.4,1311.6,21.0,3.5,218.6,7.5,31.1,6,46,5,rotating,midwest,False,True,3.0999999999999996,-0.7300000000000004,-0.9000000000000004,-96.0,-0.016900000000000026
D071,22,5,1.82,1.21,0.91,1.44,0.38,10,7.59,12.92,393.23,0.2984,46.5,14.5,36.2,1086,20.4,4.0,6.2,9.0,1317.9,23.2,4.6,263.6,9.4,80.9,5,46,5,rotating,midwest,False,True,1.6799999999999997,0.9599999999999991,0.5,108.0,0.02210000000000001
D071,23,6,2.38,1.57,1.5,1.25,0.25,18,9.28,12.69,467.73,0.2932,46.9,14.3,36.1,948,14.9,3.4,5.6,7.9,1595.3,28.3,4.0,227.9,8.1,56.1,7,46,5,rotating,midwest,False,True,3.6099999999999994,-0.6100000000000012,0.7999999999999998,182.0,-0.013999999999999957
D071,24,6,1.98,1.71,0.99,1.08,0.36,9,9.09,13.74,352.69,0.3175,53.4,17.3,39.4,994,22.5,3.2,5.4,8.3,1110.9,20.6,5.2,277.7,10.8,0.0,4,46,5,rotating,midwest,False,True,1.7599999999999998,0.7400000000000002,1.4000000000000004,295.0,0.017199999999999993
D072,1,1,1.61,1.21,1.34,2.02,0.0,6,7.39,21.47,369.05,0.496,106.7,30.5,29.8,1961,46.0,2.2,5.3,16.2,744.1,19.1,3.2,124.0,8.0,0.0,6,53,2,day,northeast,True,False,,,,,
D072,2,1,2.88,0.45,2.12,1.67,0.76,6,9.84,20.17,307.78,0.4659,111.6,29.4,33.1,1764,35.6,3.4,6.5,14.5,660.6,14.9,3.0,132.1,7.2,0.0,5,53,2,day,northeast,True,False,,,,,
D072,3,1,2.54,0.92,0.46,1.38,0.0,2,6.68,20.29,203.4,0.4688,102.4,29.1,36.0,2698,77.3,3.3,5.1,22.2,433.9,10.5,3.5,144.6,8.0,0.0,3,53,2,day,northeast,True,False,,,,,
D072,4,1,0.93,1.33,1.6,0.67,0.4,4,6.53,22.51,390.02,0.5199,158.4,42.4,34.8,2670,72.4,5.4,5.8,22.0,750.2,19.6,3.9,150.0,9.8,0.0,5,53,2,day,northeast,True,False,,,,,
D072,5,2,3.1,0.9,1.42,1.16,0.52,4,9.43,20.61,368.63,0.4762,105.7,29.6,38.2,1744,34.0,5.8,6.8,14.4,774.1,19.1,3.8,154.8,9.2,0.0,5,53,2,day,northeast,True,False,2.04,-0.8599999999999994,0.5999999999999996,-217.0,-0.019799999999999984
D072,6,2,1.66,0.21,1.04,0.83,0.83,4,6.84,21.19,236.34,0.4895,83.6,29.4,38.6,2483,56.5,4.0,5.2,20.5,482.8,15.3,3.8,120.7,9.2,0.0,4,53,2,day,northeast,True,False,-3.0,1.0199999999999996,0.7999999999999998,719.0,0.02360000000000001
D072,7,2,1.71,1.22,2.69,1.71,1.47,7,11.25,22.65,213.98,0.5233,149.6,40.1,20.5,1474,18.0,2.5,5.9,12.1,408.9,11.7,2.9,102.2,6.2,0.0,4,53,2,day,northeast,True,False,4.57,2.3599999999999994,-0.6000000000000001,-1224.0,0.05449999999999999
D072,8,2,2.85,0.0,1.9,3.09,0.48,4,9.51,21.72,210.95,0.5018,98.1,29.8,36.0,2470,62.7,8.0,7.2,20.3,420.4,11.6,3.9,140.1,10.0,0.0,3,53,2,day,northeast,True,False,2.9799999999999995,-0.7900000000000027,0.0,-200.0,-0.018100000000000005
D072,9,2,2.25,1.13,2.11,1.41,0.7,12,9.58,21.25,348.39,0.4908,96.0,33.2,38.0,2720,60.4,6.2,6.0,22.4,709.9,21.9,4.4,142.0,10.2,0.0,5,53,2,day,northeast,True,False,0.15000000000000036,0.6400000000000006,0.6000000000000005,976.0,0.014600000000000002
D072,10,3,2.75,0.92,2.14,1.84,0.61,5,11.48,22.33,337.08,0.5158,134.3,41.8,33.0,3040,71.0,6.8,6.3,25.0,653.5,19.7,3.3,108.9,8.5,0.0,6,53,2,day,northeast,True,False,4.640000000000001,1.139999999999997,-0.5,557.0,0.026300000000000046
D072,11,3,2.8,0.33,0.99,2.31,0.49,6,8.41,17.49,245.02,0.4041,135.8,31.9,39.1,2050,46.8,6.4,6.2,16.9,606.3,14.1,2.8,121.3,8.4,0.0,5,53,2,day,northeast,True,False,-2.84,-5.16,-0.10000000000000009,576.0,-0.11919999999999997
D072,12,3,1.94,1.45,1.94,1.94,0.6,11,9.8,22.35,426.63,0.5162,143.0,41.3,33.6,2766,69.7,5.3,5.7,22.8,826.5,24.0,3.4,118.1,9.0,0.0,7,53,2,day,northeast,True,False,0.2900000000000009,0.6300000000000026,-0.5,296.0,0.014399999999999968
D072,13,3,2.77,1.07,2.02,1.81,0.21,13,10.01,21.53,466.9,0.4973,132.1,39.0,29.5,3003,65.7,6.4,5.8,24.7,938.9,26.4,3.8,134.1,10.4,0.0,7,53,2,day,northeast,True,False,0.4299999999999997,0.28000000000000114,-0.6000000000000005,283.0,0.006500000000000006
D072,14,4,1.29,1.29,2.31,2.19,0.9,5,9.65,19.8,355.74,0.4575,118.8,35.7,35.6,2164,39.7,3.7,5.3,17.8,777.6,20.6,3.4,129.6,8.0,0.0,6,53,2,day,northeast,True,False,-1.83,-2.5299999999999976,0.10000000000000009,-876.0,-0.05830000000000002
D072,15,4,2.17,0.81,2.44,2.3,0.68,8,11.38,17.64,300.69,0.4075,83.0,28.8,34.6,2294,44.0,5.8,6.3,19.0,737.9,20.7,4.1,147.6,9.2,0.0,5,53,2,day,northeast,True,False,2.9700000000000006,0.15000000000000213,1.2999999999999998,244.0,0.0033999999999999586
D072,16,4,3.1,1.96,1.63,3.27,0.98,6,13.23,23.05,325.89,0.5324,198.1,44.8,34.5,2512,48.8,5.2,6.2,20.7,612.1,14.8,3.0,122.4,8.6,0.0,5,53,2,day,northeast,True,False,3.4299999999999997,0.6999999999999993,-0.3999999999999999,-254.0,0.016199999999999992
D072,17,4,2.65,1.77,2.47,1.24,0.71,6,10.42,18.32,239.55,0.4231,95.5,31.2,36.0,2171,51.5,4.5,6.2,17.9,566.2,14.7,3.7,141.6,8.2,0.0,4,53,2,day,northeast,True,False,0.41000000000000014,-3.210000000000001,-0.09999999999999964,-832.0,-0.07420000000000004
D072,18,4,1.99,1.59,1.79,2.78,1.19,7,11.53,20.02,232.55,0.4624,125.7,37.1,31.2,2674,42.0,3.5,5.4,22.0,502.9,14.3,3.6,125.7,9.8,0.0,4,53,2,day,northeast,True,False,1.879999999999999,0.21999999999999886,0.20000000000000018,510.0,0.00489999999999996
D072,19,5,2.48,1.34,2.29,3.05,0.57,2,12.41,20.89,252.76,0.4825,132.7,38.4,33.6,2513,59.5,5.8,6.1,20.7,523.9,13.3,3.3,131.0,9.5,0.0,4,53,2,day,northeast,True,False,1.0299999999999994,3.25,-0.7999999999999998,219.0,0.07500000000000001
D072,20,5,2.29,1.38,2.41,2.41,0.69,15,11.93,20.74,417.6,0.4792,112.5,35.7,40.0,2001,46.9,4.0,6.1,16.5,871.5,24.7,3.5,124.5,8.4,0.0,7,53,2,day,northeast,True,False,-1.3000000000000007,-2.3100000000000023,0.5,-511.0,-0.05319999999999997
D072,21,5,2.48,0.57,1.14,2.29,0.95,8,9.92,22.07,267.24,0.5097,133.4,40.0,36.9,2491,39.5,6.5,6.4,20.5,524.3,14.5,3.6,131.1,9.8,0.0,4,53,2,day,northeast,True,False,-0.5,3.75,-0.10000000000000009,320.0,0.08660000000000007
D072,22,5,3.75,0.63,2.71,1.67,1.04,8,12.72,17.77,196.9,0.4105,70.6,27.0,34.4,2809,65.0,4.5,6.2,23.1,479.7,13.9,3.5,119.9,9.5,0.0,4,53,2,day,northeast,True,False,1.1900000000000013,-2.25,-0.10000000000000009,135.0,-0.0519
D072,23,6,2.8,1.2,1.33,1.07,0.8,11,10.25,22.95,398.11,0.53,163.1,42.5,35.4,2268,58.7,4.7,6.0,18.7,751.1,19.9,3.3,125.2,8.3,0.0,6,53,2,day,northeast,True,False,-2.16,2.0599999999999987,0.0,-245.0,0.04750000000000004
D072,24,6,4.19,0.99,1.85,1.36,0.74,6,13.44,19.06,356.96,0.4402,85.5,27.9,35.8,1654,44.9,2.7,5.7,13.6,810.9,22.9,3.3,115.8,7.0,0.0,7,53,2,day,northeast,True,False,1.5099999999999998,-1.6799999999999997,-0.20000000000000018,-347.0,-0.039000000000000035
D072,25,6,1.74,1.88,2.75,1.74,0.58,6,10.7,22.91,366.07,0.5293,186.2,42.8,37.4,2162,45.0,3.3,6.0,17.8,691.6,19.2,3.2,115.3,8.5,0.0,6,53,2,day,northeast,True,False,0.7799999999999994,0.8399999999999999,-0.3999999999999999,-329.0,0.01959999999999995
D072,26,6,3.51,1.75,2.23,2.07,0.32,5,12.28,22.42,324.76,0.5179,134.0,40.4,39.5,2543,60.8,4.4,6.1,20.9,627.1,17.9,3.6,125.4,9.2,0.0,5,53,2,day,northeast,True,False,-0.4400000000000013,4.650000000000002,0.10000000000000009,-266.0,0.10740000000000005
D073,1,1,1.06,1.0,0.65,0.71,0.29,8,4.95,14.18,556.02,0.3276,41.0,11.6,35.1,936,13.0,3.5,6.2,7.8,1697.1,28.3,4.7,282.8,10.2,47.5,6,62,0,rotating,midwest,False,True,,,,,
D073,2,1,1.27,0.97,0.49,0.49,0.42,10,5.28,13.79,525.13,0.3186,39.0,10.8,36.6,789,12.3,3.5,6.1,6.6,1648.1,27.4,4.6,274.7,9.3,33.9,6,62,0,rotating,midwest,False,True,,,,,
D073,3,1,1.15,1.64,0.74,0.66,0.41,7,5.41,13.47,379.9,0.3112,32.9,9.7,33.0,966,21.6,2.4,5.6,8.0,1220.9,20.5,4.1,244.2,8.0,57.5,5,62,0,rotating,midwest,False,True,,,,,
D073,4,1,1.57,1.11,0.74,0.55,0.18,6,6.45,14.19,355.56,0.3277,50.7,13.1,37.8,868,20.0,3.8,7.2,7.2,1084.9,16.9,4.2,271.2,8.5,44.1,4,62,0,rotating,midwest,False,True,,,,,
D073,5,1,1.61,1.41,0.7,0.7,0.5,3,6.53,13.7,314.71,0.3164,53.0,15.8,43.9,1081,21.0,5.5,5.8,9.0,994.8,17.1,4.3,248.7,10.0,82.5,4,62,0,rotating,midwest,False,True,1.58,-0.4800000000000004,-0.40000000000000036,145.0,-0.011199999999999988
D073,6,2,2.33,1.02,1.02,1.21,0.47,6,7.45,14.2,352.11,0.328,39.8,12.6,33.0,1003,9.5,4.2,6.6,8.4,1073.5,20.3,5.1,268.4,9.5,44.7,4,62,0,rotating,midwest,False,True,2.17,0.41000000000000014,0.5,214.0,0.00940000000000002
D073,7,2,1.54,1.65,0.91,1.6,0.34,10,7.69,12.38,501.85,0.286,52.3,16.1,39.8,1141,16.3,4.0,6.0,9.5,1754.6,30.2,4.3,250.7,8.7,59.0,7,62,0,rotating,midwest,False,True,2.2800000000000002,-1.0899999999999999,0.20000000000000018,175.0,-0.0252
D073,8,2,2.0,1.41,1.41,1.65,0.24,7,9.31,12.78,250.54,0.2952,39.3,11.5,38.7,1196,12.0,4.0,6.1,9.9,848.8,13.7,4.6,282.9,9.0,40.7,3,62,0,rotating,midwest,False,True,2.8600000000000003,-1.4100000000000001,0.39999999999999947,328.0,-0.03249999999999997
D073,9,2,2.34,2.34,0.85,0.85,0.32,9,9.59,13.78,298.75,0.3182,41.7,14.0,37.3,963,17.6,2.6,6.0,8.0,938.8,18.2,3.6,187.8,8.0,50.0,5,62,0,rotating,midwest,False,True,3.0599999999999996,0.08000000000000007,-0.6999999999999997,-118.0,0.0017999999999999683
D073,10,3,2.89,1.92,0.24,1.68,0.24,3,10.1,12.06,115.85,0.2786,62.0,21.0,28.8,1001,22.0,3.3,7.1,8.3,415.8,7.3,2.4,138.6,6.3,100.0,3,62,0,rotating,midwest,False,True,2.6499999999999995,-2.139999999999999,-2.6999999999999997,-2.0,-0.0494
D074,1,1,1.3,0.84,0.37,0.28,0.28,5,4.46,15.97,397.2,0.3689,67.3,19.7,36.8,1796,32.3,5.3,6.8,14.9,1076.7,23.9,4.0,179.5,9.8,100.0,6,37,4,night,southeast,True,False,,,,,
D074,2,1,0.99,1.56,1.84,0.85,0.28,6,6.24,17.58,286.37,0.4062,88.8,27.4,37.0,1475,33.0,3.7,6.0,12.2,705.0,17.5,2.9,117.5,7.3,100.0,6,37,4,night,southeast,True,False,,,,,
D074,3,1,2.76,1.61,0.46,0.46,0.23,2,6.91,15.66,157.01,0.3618,45.2,16.7,30.3,1050,19.0,3.8,6.2,8.7,434.0,10.7,2.7,108.5,7.0,100.0,4,37,4,night,southeast,True,False,,,,,
D074,4,1,1.48,0.7,0.93,1.01,0.31,1,5.44,14.57,433.03,0.3366,47.6,15.4,39.1,1128,16.6,3.9,6.1,9.4,1286.4,27.1,3.9,183.8,8.1,100.0,7,37,4,night,southeast,True,False,,,,,
D074,5,2,1.28,0.55,0.91,0.73,0.36,2,4.38,17.32,219.47,0.4002,72.5,24.1,26.2,1709,20.5,6.2,7.7,14.1,548.4,13.2,3.3,137.1,8.5,100.0,4,37,4,night,southeast,True,False,-0.08000000000000007,1.3499999999999996,-0.7000000000000002,-87.0,0.031299999999999994
D074,6,2,1.25,0.63,0.31,0.47,0.16,1,3.91,17.32,255.72,0.4001,70.2,23.4,33.3,1760,39.5,4.0,5.8,14.6,639.1,15.8,4.0,159.8,8.8,100.0,4,37,4,night,southeast,True,False,-2.33,-0.259999999999998,1.1,285.0,-0.006099999999999994
D074,7,2,0.69,0.69,0.55,0.55,0.14,1,4.02,15.35,255.72,0.3546,58.9,20.7,26.8,1561,20.5,5.8,6.2,13.0,721.2,16.9,4.2,180.3,9.5,100.0,4,37,4,night,southeast,True,False,-2.8900000000000006,-0.3100000000000005,1.5,511.0,-0.007199999999999984
D074,8,2,1.92,0.74,0.44,1.18,0.3,2,5.03,15.75,245.99,0.3637,43.8,14.6,28.1,1208,29.5,3.5,5.4,10.0,676.3,14.8,3.7,169.1,7.2,100.0,4,37,4,night,southeast,True,False,-0.41000000000000014,1.1799999999999997,-0.19999999999999973,80.0,0.027100000000000013
D074,9,3,1.37,0.84,0.95,0.21,0.63,5,5.79,15.89,348.74,0.367,61.5,21.6,38.4,1922,34.0,6.2,6.3,15.9,950.3,22.7,3.8,158.4,9.5,100.0,6,37,4,night,southeast,True,False,1.4100000000000001,-1.4299999999999997,0.5,213.0,-0.03320000000000001
D074,10,3,1.18,0.89,1.03,0.44,0.74,2,5.32,17.24,269.74,0.3983,82.7,28.6,35.6,1393,17.6,4.6,5.8,11.5,677.2,16.8,3.4,135.4,7.8,100.0,5,37,4,night,southeast,True,False,1.4100000000000001,-0.08000000000000185,-0.6000000000000001,-367.0,-0.0018000000000000238
