driver_id,week,anomaly_score,reason_1,reason_1_zscore,reason_2,reason_2_zscore,reason_3,reason_3_zscore
D459,19,-0.5521,sharp_turns_per_100km,2.62,hard_accels_per_100km,2.03,hard_brakes_per_100km,2.03
D459,20,-0.5461,sharp_turns_per_100km,2.62,speeding_per_100km,2.21,daily_lifting_events,1.99
D459,21,-0.5405,hard_accels_per_100km,2.67,speeding_per_100km,2.48,phone_use_per_100km,2.26
D459,22,-0.5773,daily_steps,3.91,daily_floors,3.55,speeding_per_100km,3.27
D459,24,-0.5593,hard_accels_per_100km,3.06,daily_floors,2.84,total_events_per_100km,1.98
D459,25,-0.5567,speeding_per_100km,2.46,sharp_turns_per_100km,2.15,hard_accels_per_100km,2.04
D459,26,-0.5679,phone_use_per_100km,3.17,speeding_per_100km,2.51,hard_brakes_per_100km,2.5
D460,4,-0.5386,daily_km,2.38,daily_hours,2.14,speeding_per_100km,1.95
D460,5,-0.5386,hard_brakes_per_100km,3.42,sharp_turns_per_100km,2.34,total_events_per_100km,1.81
D460,17,-0.5414,phone_use_per_100km,2.34,hard_accels_per_100km,2.05,hard_brakes_per_100km,1.86
D460,26,-0.5603,hard_brakes_per_100km,3.75,speeding_per_100km,2.46,total_events_per_100km,2.02
D462,21,-0.5811,daily_lifting_events,3.18,idle_time_pct,2.92,daily_steps,2.75
D462,25,-0.5353,idle_time_pct,2.44,fuel_per_100km,1.97,daily_steps,1.93
D467,14,-0.5539,sharp_turns_per_100km,3.24,daily_hours,2.72,daily_km,1.85
D467,21,-0.5456,speeding_per_100km,2.65,daily_hours,1.89,hard_brakes_per_100km,1.75
D467,24,-0.5399,daily_floors,2.79,daily_steps,2.38,daily_lifting_events,2.08
D470,19,-0.5502,daily_hours,2.72,fuel_per_100km,2.16,daily_km,2.09
D473,8,-0.6111,hard_brakes_per_100km,3.25,daily_floors,3.17,daily_steps,2.85
D473,16,-0.5551,phone_use_per_100km,3.95,daily_floors,2.22,fuel_per_100km,1.68
D474,1,-0.5526,phone_use_per_100km,2.47,total_events_per_100km,2.3,speeding_per_100km,2.28
D479,18,-0.5526,hard_accels_per_100km,2.82,daily_floors,2.0,hard_brakes_per_100km,1.72
D479,19,-0.537,phone_use_per_100km,2.75,speeding_per_100km,2.05,hard_brakes_per_100km,1.82
D479,20,-0.5634,phone_use_per_100km,2.7,speeding_per_100km,2.5,sharp_turns_per_100km,2.27
D479,21,-0.5921,sharp_turns_per_100km,3.51,phone_use_per_100km,3.48,hard_brakes_per_100km,3.23
D479,23,-0.6124,hard_accels_per_100km,3.55,sharp_turns_per_100km,3.28,total_events_per_100km,3.0
D481,16,-0.5766,phone_use_per_100km,3.46,hard_accels_per_100km,2.88,sharp_turns_per_100km,2.8
D481,17,-0.5467,hard_accels_per_100km,2.96,sharp_turns_per_100km,2.64,total_events_per_100km,2.15
D481,18,-0.6151,hard_accels_per_100km,3.13,speeding_per_100km,2.98,total_events_per_100km,2.89
D481,19,-0.6504,hard_accels_per_100km,5.47,sharp_turns_per_100km,4.69,total_events_per_100km,4.19
D484,21,-0.5454,speeding_per_100km,2.44,daily_lifting_events,2.38,daily_hours,2.22
D485,1,-0.5403,daily_floors,2.73,daily_hours,2.64,daily_lifting_events,2.08
D492,8,-0.5406,daily_steps,2.94,daily_floors,2.77,daily_lifting_events,2.08
D493,4,-0.5391,daily_lifting_events,2.61,daily_hours,2.56,fuel_per_100km,1.77
D496,3,-0.5688,hard_accels_per_100km,3.49,phone_use_per_100km,2.65,fuel_per_100km,2.57
D497,19,-0.5368,idle_time_pct,4.25,fuel_per_100km,3.41,daily_km,1.41
D497,20,-0.541,idle_time_pct,4.38,fuel_per_100km,1.98,daily_hours,1.8
D497,21,-0.5436,idle_time_pct,2.9,speeding_per_100km,2.47,total_events_per_100km,1.8
D497,22,-0.5389,hard_brakes_per_100km,2.86,total_events_per_100km,2.34,sharp_turns_per_100km,2.23
D497,23,-0.5413,hard_brakes_per_100km,2.66,total_events_per_100km,2.21,sharp_turns_per_100km,2.04
D497,24,-0.5543,total_events_per_100km,2.91,speeding_per_100km,2.59,sharp_turns_per_100km,2.26
D499,21,-0.5555,phone_use_per_100km,4.47,daily_hours,2.05,daily_km,1.86
D500,10,-0.5345,sharp_turns_per_100km,2.85,hard_accels_per_100km,2.48,total_events_per_100km,2.12
D500,25,-0.5419,hard_brakes_per_100km,2.38,daily_hours,2.22,hard_accels_per_100km,1.93
D500,26,-0.5462,hard_brakes_per_100km,3.84,hard_accels_per_100km,2.31,total_events_per_100km,1.7
D503,4,-0.5366,daily_floors,2.67,daily_steps,2.38,daily_lifting_events,1.92
D505,2,-0.541,daily_lifting_events,3.02,idle_time_pct,2.25,fuel_per_100km,2.04
D505,13,-0.5641,phone_use_per_100km,5.18,daily_lifting_events,2.71,idle_time_pct,2.59
D505,22,-0.5359,idle_time_pct,3.66,fuel_per_100km,2.13,daily_lifting_events,2.08
D507,18,-0.5344,daily_km,1.79,daily_lifting_events,1.67,hard_accels_per_100km,1.65
D507,21,-0.5353,daily_km,2.47,daily_hours,2.3,night_driving_pct,1.59
D517,11,-0.5752,idle_time_pct,4.5,fuel_per_100km,3.21,sharp_turns_per_100km,2.47
D517,18,-0.624,idle_time_pct,3.25,speeding_per_100km,3.1,fuel_per_100km,2.92
D518,7,-0.5364,daily_km,3.23,hard_accels_per_100km,2.6,daily_hours,2.3
D518,10,-0.5525,hard_brakes_per_100km,2.65,hard_accels_per_100km,2.39,total_events_per_100km,2.23
D518,11,-0.5592,phone_use_per_100km,3.56,hard_accels_per_100km,3.17,total_events_per_100km,2.1
D518,12,-0.574,hard_accels_per_100km,4.05,total_events_per_100km,3.03,sharp_turns_per_100km,2.79
D518,13,-0.5832,hard_accels_per_100km,3.64,total_events_per_100km,2.75,hard_brakes_per_100km,2.52
D518,14,-0.6074,speeding_per_100km,3.13,total_events_per_100km,3.03,sharp_turns_per_100km,2.8
D522,19,-0.5849,idle_time_pct,3.83,daily_floors,2.76,fuel_per_100km,2.51
D524,3,-0.5438,speeding_per_100km,2.48,daily_lifting_events,1.92,sharp_turns_per_100km,1.92
D524,5,-0.5391,daily_floors,1.92,speeding_per_100km,1.84,hard_accels_per_100km,1.81
D524,9,-0.5483,speeding_per_100km,2.28,hard_brakes_per_100km,2.25,hard_accels_per_100km,1.87
D524,10,-0.558,speeding_per_100km,3.33,daily_floors,2.39,hard_brakes_per_100km,1.78
D524,12,-0.5521,hard_brakes_per_100km,2.89,daily_floors,2.33,daily_steps,2.08
D524,18,-0.5383,hard_brakes_per_100km,1.96,daily_lifting_events,1.92,daily_steps,1.9
D524,20,-0.5706,hard_brakes_per_100km,2.27,daily_floors,2.16,fuel_per_100km,2.15
D525,8,-0.5608,daily_lifting_events,2.71,daily_floors,2.41,daily_steps,2.41
D525,21,-0.5477,sharp_turns_per_100km,3.47,daily_hours,2.22,hard_accels_per_100km,2.07
D525,24,-0.5617,daily_lifting_events,3.02,daily_steps,2.64,sharp_turns_per_100km,2.51
D525,25,-0.54,daily_steps,2.44,daily_floors,2.38,hard_accels_per_100km,2.06
D526,24,-0.5555,daily_hours,3.64,daily_km,3.43,daily_lifting_events,1.83
D530,4,-0.5421,speeding_per_100km,2.48,daily_steps,1.85,hard_brakes_per_100km,1.85
D530,5,-0.5683,daily_lifting_events,2.71,daily_floors,2.35,hard_brakes_per_100km,2.23
D530,9,-0.5399,hard_accels_per_100km,2.86,daily_steps,2.47,daily_floors,2.0
D530,10,-0.5644,speeding_per_100km,2.54,phone_use_per_100km,2.34,daily_lifting_events,2.24
D530,11,-0.5726,daily_floors,2.75,speeding_per_100km,2.49,daily_steps,2.24
D530,12,-0.5952,daily_steps,2.87,daily_lifting_events,2.86,hard_brakes_per_100km,2.84
D530,16,-0.5447,speeding_per_100km,2.47,hard_accels_per_100km,2.24,hard_brakes_per_100km,2.22
D530,17,-0.5395,hard_accels_per_100km,2.24,hard_brakes_per_100km,2.02,daily_steps,1.97
D530,19,-0.5377,speeding_per_100km,2.45,hard_brakes_per_100km,2.01,total_events_per_100km,1.76
D530,20,-0.5458,speeding_per_100km,2.87,hard_accels_per_100km,2.18,total_events_per_100km,1.74
D530,23,-0.5583,speeding_per_100km,2.75,hard_accels_per_100km,2.22,sharp_turns_per_100km,2.06
D530,25,-0.5396,hard_accels_per_100km,1.93,sharp_turns_per_100km,1.88,hard_brakes_per_100km,1.77
D530,26,-0.5401,hard_accels_per_100km,2.25,hard_brakes_per_100km,1.91,fuel_per_100km,1.87
D531,8,-0.5423,sharp_turns_per_100km,3.19,hard_brakes_per_100km,2.45,total_events_per_100km,2.4
D531,9,-0.5864,speeding_per_100km,2.88,total_events_per_100km,2.7,hard_accels_per_100km,2.64
D531,10,-0.5701,speeding_per_100km,3.09,hard_brakes_per_100km,2.63,total_events_per_100km,2.62
D531,11,-0.6234,phone_use_per_100km,4.5,speeding_per_100km,4.15,total_events_per_100km,3.19
D531,13,-0.5606,speeding_per_100km,3.38,hard_brakes_per_100km,2.75,total_events_per_100km,2.46
D531,14,-0.6596,speeding_per_100km,4.87,daily_hours,3.98,hard_brakes_per_100km,3.57
D538,6,-0.6242,speeding_per_100km,3.42,hard_brakes_per_100km,3.13,phone_use_per_100km,2.81
D538,7,-0.6071,speeding_per_100km,2.97,sharp_turns_per_100km,2.29,hard_accels_per_100km,2.27
D538,8,-0.5885,sharp_turns_per_100km,4.96,speeding_per_100km,3.23,total_events_per_100km,3.05
D538,9,-0.6322,sharp_turns_per_100km,3.96,hard_brakes_per_100km,3.92,hard_accels_per_100km,3.56
D538,10,-0.6302,speeding_per_100km,4.68,hard_brakes_per_100km,4.4,total_events_per_100km,4.06
D538,11,-0.6572,hard_brakes_per_100km,4.18,total_events_per_100km,3.79,phone_use_per_100km,3.72
D538,12,-0.6791,hard_brakes_per_100km,5.8,hard_accels_per_100km,4.98,total_events_per_100km,4.12
D541,5,-0.56,speeding_per_100km,2.84,hard_brakes_per_100km,2.46,daily_km,2.44
D541,9,-0.5389,daily_hours,2.97,daily_km,2.75,speeding_per_100km,1.93
D541,10,-0.5421,hard_brakes_per_100km,2.54,speeding_per_100km,2.52,total_events_per_100km,1.99
D542,1,-0.5372,fuel_per_100km,2.3,speeding_per_100km,2.09,hard_brakes_per_100km,1.88
D542,3,-0.5398,hard_accels_per_100km,3.59,daily_hours,2.05,total_events_per_100km,2.03
D542,4,-0.5481,fuel_per_100km,2.54,phone_use_per_100km,1.92,daily_hours,1.72
D542,8,-0.551,fuel_per_100km,2.37,daily_steps,2.35,daily_floors,2.27
D542,12,-0.5414,phone_use_per_100km,3.2,daily_steps,2.14,hard_accels_per_100km,1.96
D542,26,-0.5942,hard_brakes_per_100km,3.78,daily_steps,2.59,speeding_per_100km,2.21
D544,9,-0.5359,daily_steps,2.61,daily_floors,2.44,daily_lifting_events,1.92
D546,3,-0.5443,fuel_per_100km,3.06,daily_steps,2.2,daily_floors,1.91
D546,18,-0.5963,phone_use_per_100km,4.47,daily_hours,2.89,speeding_per_100km,2.6
D548,4,-0.5778,speeding_per_100km,3.52,fuel_per_100km,2.3,hard_accels_per_100km,2.3
D548,11,-0.5431,speeding_per_100km,2.95,hard_brakes_per_100km,2.67,phone_use_per_100km,1.97
D548,12,-0.58,phone_use_per_100km,5.54,speeding_per_100km,2.46,hard_brakes_per_100km,2.44
D548,21,-0.5515,daily_floors,2.84,phone_use_per_100km,2.68,fuel_per_100km,2.16
D548,24,-0.556,daily_floors,3.09,speeding_per_100km,3.05,daily_steps,2.84
D548,26,-0.6061,speeding_per_100km,3.24,hard_brakes_per_100km,2.57,fuel_per_100km,2.3
D551,23,-0.5439,phone_use_per_100km,3.64,total_events_per_100km,2.72,sharp_turns_per_100km,2.01
D551,24,-0.547,phone_use_per_100km,2.55,sharp_turns_per_100km,1.74,daily_lifting_events,1.69
D559,8,-0.5491,phone_use_per_100km,3.46,idle_time_pct,2.21,fuel_per_100km,1.74
D559,9,-0.562,hard_brakes_per_100km,2.9,sharp_turns_per_100km,2.73,total_events_per_100km,2.49
D561,5,-0.5424,idle_time_pct,3.19,fuel_per_100km,3.01,night_driving_pct,1.59
D561,12,-0.5355,idle_time_pct,3.55,daily_lifting_events,3.33,fuel_per_100km,2.39
D567,1,-0.5343,speeding_per_100km,2.24,hard_brakes_per_100km,2.17,total_events_per_100km,2.09
D567,5,-0.5778,speeding_per_100km,3.38,hard_brakes_per_100km,2.75,total_events_per_100km,2.17
D567,8,-0.5752,speeding_per_100km,3.26,hard_accels_per_100km,2.51,hard_brakes_per_100km,2.48
D567,10,-0.5732,hard_brakes_per_100km,2.84,phone_use_per_100km,2.73,daily_km,2.05
D567,21,-0.5481,speeding_per_100km,2.56,hard_accels_per_100km,2.21,hard_brakes_per_100km,2.14
D569,12,-0.5431,idle_time_pct,3.02,daily_hours,2.56,night_driving_pct,1.59
D569,21,-0.5441,speeding_per_100km,2.33,total_events_per_100km,2.17,phone_use_per_100km,2.05
D569,22,-0.5496,sharp_turns_per_100km,3.17,total_events_per_100km,2.27,hard_brakes_per_100km,1.99
D569,23,-0.5745,hard_brakes_per_100km,2.97,total_events_per_100km,2.64,daily_km,1.61
D569,24,-0.5806,total_events_per_100km,3.02,sharp_turns_per_100km,2.07,speeding_per_100km,1.91
D569,25,-0.637,total_events_per_100km,3.66,hard_accels_per_100km,3.37,sharp_turns_per_100km,3.04
D570,12,-0.5347,daily_hours,3.64,daily_km,2.59,phone_use_per_100km,1.76
D571,3,-0.5781,idle_time_pct,3.91,fuel_per_100km,3.6,daily_floors,2.17
D571,12,-0.5388,idle_time_pct,5.66,fuel_per_100km,2.66,daily_lifting_events,1.85
D571,21,-0.5723,idle_time_pct,6.51,fuel_per_100km,3.79,daily_lifting_events,3.49
D571,26,-0.5666,phone_use_per_100km,4.32,idle_time_pct,2.89,daily_floors,2.22
D572,3,-0.554,daily_km,3.07,daily_hours,2.3,phone_use_per_100km,1.89
D572,5,-0.5698,daily_hours,3.31,daily_km,2.76,sharp_turns_per_100km,2.16
D572,6,-0.5393,phone_use_per_100km,2.75,sharp_turns_per_100km,1.97,hard_accels_per_100km,1.81
D572,9,-0.5401,daily_km,3.06,sharp_turns_per_100km,2.01,daily_hours,1.8
D580,5,-0.5459,phone_use_per_100km,3.15,fuel_per_100km,2.42,daily_floors,1.76
D580,6,-0.584,speeding_per_100km,3.1,hard_accels_per_100km,3.01,daily_floors,2.25
D580,7,-0.5955,hard_accels_per_100km,3.73,hard_brakes_per_100km,3.29,total_events_per_100km,2.83
D580,8,-0.5844,hard_accels_per_100km,3.15,speeding_per_100km,2.69,total_events_per_100km,2.69
D580,9,-0.5844,hard_brakes_per_100km,3.94,hard_accels_per_100km,3.4,total_events_per_100km,3.24
D580,10,-0.6419,speeding_per_100km,4.54,total_events_per_100km,3.92,hard_brakes_per_100km,3.9
D580,11,-0.5817,phone_use_per_100km,3.95,sharp_turns_per_100km,2.96,total_events_per_100km,2.52
D581,5,-0.536,idle_time_pct,3.13,daily_lifting_events,2.46,fuel_per_100km,1.97
D583,5,-0.5346,hard_accels_per_100km,2.59,daily_km,2.2,daily_hours,2.14
D583,18,-0.5413,hard_accels_per_100km,2.71,speeding_per_100km,2.43,total_events_per_100km,2.06
D583,20,-0.598,hard_brakes_per_100km,3.23,sharp_turns_per_100km,2.98,phone_use_per_100km,2.88
D583,21,-0.5464,hard_accels_per_100km,2.46,daily_km,2.17,hard_brakes_per_100km,2.11
D583,22,-0.6059,hard_brakes_per_100km,3.26,hard_accels_per_100km,2.67,total_events_per_100km,2.6
D583,24,-0.6069,hard_accels_per_100km,4.59,sharp_turns_per_100km,3.38,total_events_per_100km,3.27
D589,12,-0.6751,phone_use_per_100km,6.9,speeding_per_100km,6.26,hard_brakes_per_100km,3.21
D590,11,-0.5358,idle_time_pct,3.77,sharp_turns_per_100km,2.01,daily_km,1.73
D593,11,-0.5382,total_events_per_100km,1.99,sharp_turns_per_100km,1.87,daily_km,1.81
D593,12,-0.547,total_events_per_100km,2.23,speeding_per_100km,1.95,phone_use_per_100km,1.89
D593,13,-0.5362,daily_km,2.19,total_events_per_100km,1.99,daily_hours,1.97
D593,14,-0.5694,sharp_turns_per_100km,2.88,total_events_per_100km,2.69,hard_brakes_per_100km,2.13
D593,15,-0.595,phone_use_per_100km,4.53,total_events_per_100km,3.06,sharp_turns_per_100km,2.57
D594,1,-0.5347,hard_accels_per_100km,2.14,fuel_per_100km,2.05,idle_time_pct,1.6
D594,2,-0.539,hard_accels_per_100km,2.21,fuel_per_100km,2.2,sharp_turns_per_100km,2.19
D594,5,-0.5741,daily_hours,2.89,hard_brakes_per_100km,2.78,daily_lifting_events,2.61
D597,10,-0.57,hard_brakes_per_100km,2.35,daily_hours,2.22,sharp_turns_per_100km,2.01
D597,17,-0.5363,speeding_per_100km,2.63,hard_accels_per_100km,1.98,daily_hours,1.89
D598,23,-0.5552,hard_accels_per_100km,2.68,daily_lifting_events,2.47,hard_brakes_per_100km,2.39
D598,24,-0.5728,sharp_turns_per_100km,3.56,phone_use_per_100km,3.54,total_events_per_100km,2.63
D598,25,-0.6466,sharp_turns_per_100km,4.08,speeding_per_100km,3.33,hard_brakes_per_100km,3.2
D598,26,-0.649,hard_accels_per_100km,3.35,sharp_turns_per_100km,3.14,daily_hours,3.14
D600,7,-0.5448,hard_accels_per_100km,2.41,sharp_turns_per_100km,2.29,daily_floors,1.98
D600,8,-0.5486,hard_brakes_per_100km,2.41,speeding_per_100km,2.39,daily_steps,2.13
D600,10,-0.5421,speeding_per_100km,2.71,sharp_turns_per_100km,2.0,hard_brakes_per_100km,1.99
D600,17,-0.5546,daily_hours,2.56,speeding_per_100km,2.01,daily_lifting_events,1.99
D600,23,-0.5463,phone_use_per_100km,4.24,speeding_per_100km,1.85,night_driving_pct,1.59
D600,25,-0.544,speeding_per_100km,2.31,daily_hours,2.22,hard_brakes_per_100km,2.18
D600,26,-0.5646,phone_use_per_100km,3.61,speeding_per_100km,2.16,daily_hours,1.89
