driver_id,week,safety_score
D129,10,77.7
D129,11,85.6
D129,12,92.3
D129,13,94.0
D129,14,94.6
D129,15,92.0
D129,16,87.8
D129,17,80.6
D129,18,82.6
D129,19,81.2
D129,20,81.6
D129,21,95.1
D129,22,92.0
D129,23,88.8
D129,24,86.9
D129,25,86.0
D129,26,85.3
D130,1,73.7
D130,2,65.7
D130,3,72.2
D130,4,66.9
D130,5,75.8
D130,6,56.3
D130,7,59.0
D130,8,62.0
D130,9,62.5
D130,10,63.1
D130,11,58.2
D130,12,65.0
D130,13,66.1
D130,14,68.5
D130,15,67.1
D130,16,70.6
D130,17,57.3
D130,18,56.5
D130,19,65.2
D130,20,65.8
D130,21,70.9
D130,22,94.6
D130,23,67.2
D130,24,61.6
D130,25,63.9
D130,26,66.3
D131,1,58.8
D131,2,57.5
D131,3,65.5
D131,4,62.3
D131,5,62.7
D131,6,65.6
D131,7,70.5
D131,8,71.0
D131,9,68.2
D131,10,60.8
D131,11,61.6
D131,12,62.4
D131,13,62.0
D131,14,62.3
D131,15,58.7
D131,16,64.3
D131,17,54.3
D131,18,68.1
D131,19,61.6
D131,20,79.1
D131,21,63.2
D131,22,83.5
D131,23,57.6
D131,24,60.1
D131,25,65.1
D131,26,67.7
D132,1,61.6
D132,2,52.7
D132,3,67.4
D132,4,52.2
D132,5,63.4
D132,6,68.6
D132,7,57.9
D132,8,53.7
D132,9,68.2
D132,10,60.3
D132,11,64.7
D132,12,58.3
D132,13,61.5
D132,14,61.2
D132,15,62.7
D132,16,60.2
D132,17,70.7
D132,18,65.0
D132,19,61.9
D132,20,60.9
D132,21,63.5
D132,22,61.2
D132,23,59.0
D132,24,61.3
D132,25,65.1
D132,26,66.9
D133,1,68.6
D133,2,60.9
D133,3,79.0
D133,4,65.6
D133,5,73.4
D133,6,77.7
D133,7,69.1
D133,8,68.0
D133,9,82.0
D133,10,68.8
D133,11,64.7
D133,12,66.9
D133,13,81.4
D133,14,63.9
D133,15,77.9
D133,16,57.5
D133,17,50.4
D133,18,61.0
D133,19,65.6
D133,20,87.4
D133,21,76.6
D133,22,77.2
D133,23,64.5
D133,24,65.3
D133,25,68.9
D133,26,67.8
D134,1,88.4
D134,2,93.2
D134,3,81.7
D134,4,87.5
D134,5,85.9
D134,6,81.8
D134,7,97.5
D134,8,90.5
D134,9,83.6
D134,10,77.4
D134,11,78.5
D134,12,88.5
D134,13,75.7
D134,14,79.8
D134,15,81.7
D134,16,75.4
D134,17,77.2
D134,18,75.9
D134,19,73.9
D134,20,84.4
D134,21,77.6
D134,22,79.7
D134,23,81.1
D134,24,85.6
D134,25,78.9
D134,26,84.2
D135,1,74.7
D135,2,64.7
D135,3,65.2
D135,4,65.0
D135,5,60.3
D135,6,70.1
D135,7,67.9
D135,8,67.7
D135,9,66.5
D135,10,56.1
D135,11,66.2
D135,12,74.2
D135,13,72.5
D135,14,74.1
D135,15,78.4
D135,16,68.4
D135,17,71.1
D135,18,73.0
D135,19,60.3
D135,20,78.1
D135,21,70.5
D135,22,67.6
D135,23,69.8
D135,24,69.1
D135,25,69.5
D135,26,62.7
D136,1,76.7
D136,2,60.8
D136,3,71.4
D136,4,48.9
D136,5,61.5
D136,6,65.2
D136,7,62.0
D136,8,57.5
D136,9,77.5
D136,10,64.5
D136,11,58.1
D136,12,68.8
D136,13,74.1
D136,14,55.3
D136,15,90.6
D136,16,49.1
D136,17,63.0
D136,18,61.6
D136,19,65.2
D136,20,62.9
D136,21,60.6
D136,22,62.2
D136,23,60.7
D136,24,68.0
D136,25,61.0
D136,26,69.1
D137,1,42.9
D137,2,51.0
D137,3,44.1
D137,4,48.5
D137,5,43.9
D137,6,41.2
D137,7,35.6
D137,8,40.0
D137,9,42.3
D137,10,37.0
D137,11,46.4
D137,12,36.8
D137,13,17.9
D137,14,31.2
D137,15,26.9
D137,16,34.7
D137,17,21.3
D137,18,25.0
D137,19,23.4
D137,20,37.9
D137,21,26.6
D137,22,41.1
D137,23,20.1
D137,24,34.5
D137,25,30.4
D137,26,29.7
D138,1,11.3
D138,2,8.9
D138,3,16.9
D138,4,11.5
D138,5,34.3
D138,6,29.1
D138,7,12.6
D138,8,22.4
D138,9,3.9
D138,10,14.9
D138,11,24.3
D138,12,10.7
D138,13,8.5
D138,14,14.7
D138,15,7.1
D138,16,11.8
D138,17,15.0
D138,18,6.2
D138,19,2.3
D138,20,4.2
D138,21,1.0
D138,22,4.0
D139,1,89.8
D139,2,94.5
D139,3,92.7
D139,4,77.5
D139,5,96.7
D139,6,68.5
D139,7,91.4
D139,8,74.8
D139,9,88.3
D139,10,79.1
D139,11,82.0
D139,12,75.7
D139,13,92.2
D139,14,86.1
D139,15,86.6
D139,16,84.1
D139,17,87.7
D139,18,85.5
D139,19,91.7
D139,20,95.7
D139,21,95.8
D139,22,93.2
D139,23,90.0
D139,24,79.9
D139,25,80.9
D139,26,91.4
D140,1,59.6
D140,2,64.1
D140,3,73.3
D140,4,59.1
D140,5,52.2
D140,6,59.0
D140,7,64.2
D140,8,66.0
D140,9,62.2
D140,10,64.1
D140,11,60.1
D140,12,68.7
D140,13,63.0
D140,14,66.8
D140,15,68.0
D140,16,73.3
D140,17,68.0
D140,18,62.5
D140,19,57.4
D140,20,58.1
D140,21,58.1
D140,22,55.5
D140,23,60.2
D140,24,59.4
D140,25,56.0
D140,26,71.4
D141,1,77.0
D141,2,69.8
D141,3,59.5
D141,4,62.7
D141,5,58.3
D141,6,60.6
D141,7,63.4
D141,8,69.8
D141,9,57.8
D141,10,80.9
D141,11,55.1
D141,12,59.0
D141,13,71.8
D141,14,68.8
D141,15,65.8
D141,16,54.2
D141,17,68.4
D141,18,75.9
D141,19,62.2
D141,20,60.1
D141,21,70.1
D141,22,63.2
D141,23,58.9
D141,24,54.2
D141,25,64.2
D141,26,72.5
D142,1,66.9
D142,2,57.9
D142,3,69.4
D142,4,52.9
D142,5,63.1
D142,6,70.8
D142,7,67.7
D142,8,64.3
D142,9,59.9
D142,10,68.1
D142,11,76.9
D142,12,60.7
D142,13,55.6
D142,14,57.9
D142,15,85.2
D142,16,65.8
D142,17,55.4
D142,18,72.3
D142,19,53.5
D142,20,61.1
D142,21,66.7
D142,22,59.0
D142,23,62.0
D142,24,59.5
D142,25,63.7
D142,26,66.4
D143,1,51.7
D143,2,62.1
D143,3,60.8
D143,4,66.0
D143,5,56.6
D143,6,63.6
D143,7,63.0
D143,8,60.4
D143,9,66.2
D143,10,57.8
D143,11,75.2
D143,12,65.9
D143,13,55.7
D143,14,51.0
D143,15,65.6
D143,16,56.2
D143,17,67.3
D143,18,53.3
D143,19,58.2
D143,20,55.0
D143,21,55.5
D143,22,66.9
D143,23,49.9
D143,24,66.5
D143,25,59.5
D143,26,60.5
D144,1,78.0
D144,2,77.9
D144,3,78.2
D144,4,94.7
D144,5,92.0
D144,6,88.1
D144,7,77.4
D144,8,79.5
D144,9,92.5
D144,10,83.7
D144,11,85.0
D144,12,79.0
D144,13,82.6
D144,14,92.2
D144,15,87.7
D144,16,90.4
D144,17,91.4
D144,18,96.3
D144,19,91.5
D144,20,93.3
D144,21,89.2
D144,22,84.2
D144,23,92.2
D144,24,80.5
D144,25,87.9
D144,26,85.1
D145,1,56.5
D145,2,74.4
D145,3,59.2
D145,4,66.3
D145,5,52.3
D145,6,65.3
D145,7,71.2
D145,8,57.8
D145,9,72.5
D145,10,64.7
D145,11,62.2
D145,12,60.1
D145,13,65.0
D145,14,66.9
D145,15,55.0
D145,16,63.3
D145,17,59.8
D145,18,67.2
D145,19,53.3
D145,20,60.8
D145,21,66.9
D145,22,64.4
D145,23,60.6
D145,24,74.4
D145,25,69.1
D145,26,55.4
D146,1,5.2
D146,2,3.2
D146,3,14.4
D146,4,15.0
D146,5,16.0
D146,6,6.0
D146,7,13.2
D146,8,30.3
D146,9,4.0
D146,10,17.7
D146,11,4.1
D146,12,14.3
D146,13,6.5
D146,14,23.1
D146,15,15.0
D146,16,8.2
D146,17,20.8
D146,18,24.7
D146,19,21.5
D146,20,8.4
D146,21,15.3
D146,22,10.3
D146,23,11.3
D146,24,9.5
D146,25,26.0
D146,26,8.1
D147,1,55.1
D147,2,52.0
D147,3,45.3
D147,4,53.9
D147,5,45.9
D147,6,53.2
D147,7,51.4
D147,8,55.6
D147,9,43.3
D147,10,36.4
D147,11,54.0
D147,12,53.7
D147,13,49.9
D147,14,53.5
D147,15,52.3
D147,16,48.0
D147,17,41.8
D147,18,37.7
D147,19,31.6
D147,20,40.6
D147,21,45.7
D147,22,59.9
D147,23,48.9
D147,24,34.1
D147,25,35.3
D147,26,40.3
D148,1,17.5
D148,2,11.9
D148,3,15.3
D148,4,16.0
D148,5,7.3
D148,6,1.1
D148,7,17.8
D148,8,9.0
D148,9,21.7
D148,10,9.1
D148,11,14.6
D148,12,22.2
D148,13,36.4
D148,14,12.7
D148,15,22.8
D148,16,23.8
D148,17,10.3
D148,18,34.1
D148,19,24.2
D148,20,4.2
D148,21,18.4
D148,22,19.6
D148,23,22.5
D148,24,13.8
D148,25,15.7
D148,26,11.7
D149,1,4.1
D149,2,14.8
D149,3,7.5
D149,4,5.8
D149,5,14.1
D149,6,6.0
D149,7,16.9
D149,8,2.7
D149,9,26.2
D149,10,6.5
D149,11,10.6
D149,12,6.2
D149,13,5.7
D149,14,7.2
D149,15,21.9
D149,16,15.1
D149,17,13.8
D149,18,22.5
D149,19,5.7
D149,20,6.6
D149,21,17.3
D149,22,19.6
D149,23,14.1
D149,24,9.9
D149,25,18.4
D149,26,9.3
D150,1,50.6
D150,2,46.6
D150,3,54.0
D150,4,51.8
D150,5,64.1
D150,6,44.1
D150,7,51.3
D150,8,66.0
D150,9,55.6
D150,10,38.6
D150,11,58.1
D150,12,52.5
D150,13,54.8
D150,14,60.4
D150,15,46.0
D150,16,46.5
D150,17,43.1
D150,18,47.3
D150,19,52.6
D150,20,34.5
D150,21,45.8
D150,22,32.4
D150,23,33.4
D150,24,39.9
D150,25,49.6
D150,26,50.3
